train_acc,train_loss,val_acc,val_loss
0.021473684210526315,4.4504952,0.0252,4.270278
0.03311578947368421,4.2395086,0.0348,4.1631193
0.0408421052631579,4.1562123,0.034,4.410546
0.0504842105263158,4.083342,0.06880000000000001,3.9675796
0.06526315789473686,4.0031266,0.062400000000000004,4.050736
0.07877894736842106,3.934134,0.0872,3.8870738
0.09195789473684211,3.8500302,0.11559999999999998,3.7397602
0.1016842105263158,3.7811067,0.10520000000000002,3.7847652
0.1157684210526316,3.7198653,0.1264,3.600929
0.12880000000000003,3.645431,0.14600000000000002,3.5513406
0.13623157894736843,3.590782,0.1324,3.6842546
0.1465684210526316,3.520625,0.17279999999999998,3.3925982
0.1588842105263158,3.4540496,0.166,3.4525678
0.1656,3.406956,0.1708,3.388793
0.17943157894736844,3.3311315,0.19920000000000002,3.1918662
0.19168421052631582,3.2768223,0.1656,3.4263227
0.19686315789473682,3.226073,0.22400000000000003,3.1053207
0.21345263157894737,3.1569357,0.22920000000000001,3.0500307
0.21880000000000002,3.1155612,0.19880000000000003,3.226494
0.22911578947368424,3.0541587,0.2528,2.9357548
0.2388421052631579,3.01191,0.22640000000000002,3.0250525
0.24402105263157894,2.9812152,0.2452,2.944508
0.25416842105263154,2.9223278,0.2724,2.8285875
0.26071578947368423,2.8830106,0.25520000000000004,2.9678686
0.2683157894736842,2.8479123,0.27520000000000006,2.7805774
0.2772631578947368,2.8030128,0.28240000000000004,2.781095
0.2804210526315789,2.786248,0.2588,2.8669891
0.2908210526315789,2.738917,0.2992,2.6707792
0.29755789473684213,2.6970491,0.25360000000000005,2.9893398
0.2983578947368421,2.689352,0.26760000000000006,2.83827
0.30869473684210524,2.6357381,0.3172,2.5970817
0.3166947368421052,2.614065,0.254,3.0392585
0.3212631578947368,2.5846086,0.32280000000000003,2.5635214
0.3297894736842105,2.5448973,0.33,2.5415678
0.3313894736842105,2.5283935,0.28280000000000005,2.7960672
0.33987368421052633,2.5016026,0.3436,2.4831743
0.3458315789473684,2.4664075,0.324,2.6045504
0.3457473684210527,2.4703958,0.33160000000000006,2.535498
0.3548842105263158,2.4194427,0.3588,2.4031737
0.36044210526315784,2.405276,0.31880000000000003,2.6252472
0.3657684210526316,2.386133,0.34600000000000003,2.4361594
0.37250526315789473,2.3493123,0.34279999999999994,2.4151847
0.3729894736842105,2.3506317,0.32,2.5801706
0.3799157894736842,2.315458,0.37559999999999993,2.293873
0.3834736842105264,2.2905793,0.3508,2.5243046
0.3848,2.2955194,0.36519999999999997,2.3993506
0.39378947368421047,2.2498453,0.3768,2.2697968
0.3963789473684211,2.234539,0.33519999999999994,2.5651462
0.3976,2.23281,0.3628,2.2908866
0.4067578947368421,2.1959374,0.3944,2.226263
0.4058947368421053,2.202485,0.3592,2.3923922
0.41206315789473685,2.1682315,0.3884,2.22071
0.4148210526315789,2.155095,0.35559999999999997,2.3729653
0.4093263157894737,2.161149,0.37439999999999996,2.261353
0.4244421052631579,2.1149244,0.4108,2.1725664
0.4233052631578948,2.1120224,0.3592,2.387017
0.4251999999999999,2.1012218,0.40399999999999997,2.1666152
0.4341263157894737,2.075586,0.4084,2.1842768
0.4344842105263158,2.0627396,0.3767999999999999,2.2873216
0.4353684210526316,2.0503118,0.41,2.0916739
0.44172631578947374,2.028165,0.3848,2.263856
0.4424210526315789,2.0315094,0.3784,2.2457085
0.45048421052631576,2.0084763,0.41239999999999993,2.0665874
0.45242105263157895,1.987469,0.36920000000000003,2.3286092
0.44875789473684213,1.9838662,0.41559999999999997,2.1198437
0.4578315789473685,1.9590926,0.41119999999999995,2.1046007
0.4594526315789474,1.964145,0.3932,2.224864
0.4629052631578947,1.9420033,0.43520000000000003,2.0369663
0.4646105263157895,1.9289011,0.39879999999999993,2.244912
0.4665894736842105,1.9285995,0.4036,2.1969857
0.4732842105263158,1.902933,0.44760000000000005,2.0055177
0.4730105263157895,1.8998643,0.40519999999999995,2.2294412
0.47322105263157893,1.8916136,0.442,2.036022
0.48035789473684215,1.8631135,0.4364,2.0649772
0.48183157894736844,1.8663433,0.41480000000000006,2.2190185
0.4811157894736843,1.862132,0.44480000000000003,1.978064
0.4887578947368421,1.8389015,0.41119999999999995,2.131506
0.4888,1.8416419,0.436,2.0104766
0.492378947368421,1.8160014,0.4536,1.9423565
0.49328421052631577,1.8137621,0.35200000000000004,2.6072495
0.4904631578947368,1.823702,0.4484,1.9980621
0.4970526315789474,1.7934495,0.4508,1.9838637
0.49547368421052634,1.794899,0.41120000000000007,2.1760361
0.5052631578947369,1.7757419,0.4568,1.9442687
0.5037684210526316,1.7654333,0.4367999999999999,2.0150127
0.5034736842105263,1.7676157,0.43079999999999996,2.0940804
0.5071789473684211,1.7406309,0.46840000000000004,1.900496
0.5111789473684211,1.742925,0.4224,2.106747
0.5085052631578948,1.7336899,0.45799999999999996,1.9794241
0.518463157894737,1.7105471,0.462,1.9425396
0.5141052631578947,1.7286803,0.4192000000000001,2.1605961
0.5180210526315789,1.705222,0.4736,1.8947884
0.5226526315789474,1.6892601,0.4108,2.258524
0.5179789473684211,1.7098528,0.45159999999999995,1.99323
0.5241684210526316,1.6847671,0.474,1.8896664
0.5253684210526316,1.6739589,0.43920000000000003,2.0878563
0.5268631578947368,1.6806816,0.46840000000000004,1.925398
0.5301894736842105,1.6548404,0.474,1.9032668
0.5304631578947369,1.6557521,0.4204,2.180831
0.5332842105263158,1.6456089,0.48599999999999993,1.8623236
