train_acc,train_loss,val_acc,val_loss
0.03785263157894737,4.247252,0.08639999999999999,3.9485264
0.0806105263157895,3.907287,0.1116,3.72373
0.12166315789473686,3.6823037,0.11800000000000001,3.5764956
0.16410526315789473,3.4345276,0.20679999999999998,3.1994715
0.20418947368421053,3.2171474,0.18760000000000002,3.348536
0.24197894736842107,3.0268002,0.22520000000000004,3.168595
0.2750315789473684,2.8410263,0.3204,2.6384661
0.3026947368421052,2.7149534,0.258,2.9673865
0.3243157894736842,2.6110854,0.35400000000000004,2.507983
0.3451578947368421,2.505294,0.35639999999999994,2.4726121
0.3573263157894737,2.4404457,0.30920000000000003,2.7317808
0.3785894736842105,2.3487027,0.39760000000000006,2.26471
0.3934315789473684,2.2764874,0.3396,2.6376574
0.40162105263157893,2.2323303,0.392,2.2553773
0.4224842105263158,2.1539416,0.43000000000000005,2.0954792
0.42555789473684213,2.1119208,0.3772,2.3469331
0.43760000000000004,2.0645387,0.444,2.0383608
0.4536842105263158,2.0060635,0.4396000000000001,1.9931495
0.4587578947368421,1.9800597,0.3768,2.367953
0.46665263157894743,1.9324542,0.462,1.9471898
0.47957894736842105,1.8877,0.4276,2.097299
0.4825894736842105,1.8761474,0.44160000000000005,2.0691895
0.495221052631579,1.8169485,0.4788,1.8551413
0.5008421052631579,1.8005474,0.434,2.1219614
0.5069473684210527,1.7715368,0.4895999999999999,1.8590747
0.516778947368421,1.7231452,0.49239999999999995,1.8169265
0.5177263157894737,1.7199202,0.45840000000000003,1.9888833
0.5276842105263158,1.6847962,0.5128,1.7513715
0.5344,1.646927,0.49439999999999995,1.8581505
0.5366526315789474,1.63885,0.48120000000000007,1.930544
0.5480631578947368,1.5984226,0.5396,1.6563623
0.5499157894736842,1.5824612,0.47040000000000004,1.9555331
0.5538736842105264,1.5724176,0.5304000000000001,1.658525
0.5651578947368422,1.5293938,0.5259999999999999,1.6766064
0.5631368421052632,1.5321791,0.4832,1.9105018
0.5698947368421052,1.5043696,0.5472,1.6360077
0.5774947368421053,1.4813335,0.5108,1.8354557
0.5741052631578948,1.490267,0.5224,1.7459029
0.5838315789473683,1.4464414,0.5688,1.5891888
0.5837894736842105,1.4440988,0.47480000000000006,2.0112128
0.5895578947368422,1.430629,0.5448,1.6727409
0.5960000000000001,1.3918706,0.5468,1.6541939
0.5935368421052631,1.4076239,0.47479999999999994,2.029062
0.6002105263157895,1.3775673,0.5728,1.5502293
0.6058105263157895,1.3582019,0.532,1.7525651
0.6073263157894737,1.3599386,0.5428,1.6897484
0.6151157894736842,1.3270048,0.5732,1.5597517
0.6145894736842106,1.3304526,0.5044,1.8990374
0.6112421052631579,1.3273078,0.5628000000000001,1.6063343
0.6213473684210526,1.2954292,0.5632,1.6130321
0.6171157894736842,1.3073764,0.516,1.8345771
0.6234315789473684,1.278739,0.5668000000000001,1.5885347
0.6300210526315789,1.2676815,0.5132,1.9161115
0.6266736842105264,1.2750704,0.5444,1.7019387
0.6321684210526315,1.2486832,0.5728,1.5700291
0.6364631578947368,1.2436475,0.5108,2.0013647
0.6361894736842105,1.2391374,0.5888,1.5695808
0.6428631578947369,1.213473,0.5771999999999999,1.5865533
0.638421052631579,1.2245331,0.5324,1.7974728
0.6444,1.2124878,0.5808000000000001,1.5504109
0.6494105263157894,1.1908787,0.5664,1.6784216
0.6449684210526316,1.2010512,0.538,1.7197796
0.6491368421052632,1.1829071,0.5888,1.5581377
0.6524,1.1749512,0.5324,1.8967545
0.6548631578947368,1.1663759,0.5740000000000001,1.5919096
0.6581263157894736,1.1505538,0.58,1.5850317
0.6541473684210527,1.1690108,0.5456,1.7777715
0.6584,1.1435167,0.5888,1.5626945
0.6638947368421053,1.1256086,0.5496000000000001,1.7296188
0.6608210526315789,1.1353832,0.5688,1.6758808
0.6668000000000001,1.1194391,0.594,1.5218842
0.6702526315789475,1.1083611,0.5264,1.8687321
0.6654315789473684,1.1190959,0.5896,1.5631981
0.6729052631578947,1.0909637,0.5892,1.5797771
0.6696842105263159,1.1046749,0.5196000000000001,1.9516063
0.6729894736842106,1.0922551,0.586,1.562682
0.6795157894736842,1.0770419,0.5680000000000001,1.6088383
0.6728842105263158,1.0944043,0.56,1.7075865
0.6807157894736842,1.0613716,0.5923999999999999,1.5534207
0.680757894736842,1.0622029,0.5579999999999999,1.7650614
0.681242105263158,1.0644312,0.5840000000000001,1.5962558
0.6905894736842104,1.0403196,0.5744,1.6134318
0.6829052631578947,1.0542058,0.5356000000000001,1.8828241
0.6883157894736842,1.03851,0.5924,1.5890138
0.6910315789473683,1.0248471,0.5636,1.7080814
0.6870526315789475,1.0339051,0.57,1.7362524
0.6956842105263157,1.0168984,0.5928000000000001,1.560693
0.691957894736842,1.0224382,0.5604,1.793077
0.6925263157894737,1.0140824,0.5968,1.6043618
0.6983368421052633,0.9984171,0.5984000000000002,1.5785534
0.695557894736842,1.0111318,0.5296,1.9309132
0.6988631578947369,0.99533266,0.5944,1.5794209
0.7020842105263158,0.97974163,0.5828,1.7433271
0.6980842105263159,0.9969666,0.5844,1.6612549
0.7038526315789473,0.97633964,0.6,1.5769249
0.7049684210526316,0.97359604,0.546,1.8224498
0.7047157894736842,0.9736444,0.5871999999999999,1.608535
0.7088631578947368,0.96071637,0.594,1.6035907
0.7071368421052633,0.9597619,0.5428000000000001,1.9245836
0.7101052631578948,0.95621455,0.5896,1.6347992
