train_acc,train_loss,val_acc,val_loss
0.044694736842105266,4.190991,0.0684,4.000233
0.1080842105263158,3.760263,0.1284,3.645918
0.17357894736842105,3.3838973,0.17800000000000002,3.3394637
0.23187368421052632,3.0649428,0.23079999999999998,3.0554614
0.27671578947368425,2.8309329,0.26839999999999997,2.9352942
0.31231578947368416,2.6540012,0.30560000000000004,2.7367754
0.3387157894736842,2.5147,0.33519999999999994,2.5630114
0.3713894736842106,2.3797112,0.3736,2.3819416
0.3903157894736842,2.2814732,0.3732,2.3586373
0.41204210526315793,2.183933,0.3992,2.3039408
0.4290315789473685,2.10373,0.4012,2.2835588
0.44469473684210525,2.036317,0.42840000000000006,2.1759036
0.45804210526315786,1.9777056,0.4208,2.1696117
0.47208421052631583,1.9135513,0.4331999999999999,2.0938027
0.4841263157894737,1.8607899,0.4288,2.163764
0.498,1.8131428,0.46599999999999997,1.9411523
0.5067578947368422,1.7688097,0.4768,1.9387394
0.5162526315789474,1.7225298,0.45719999999999994,2.0814261
0.5295578947368421,1.6781406,0.46880000000000005,1.9713908
0.5344421052631579,1.6482916,0.4728,1.9399916
0.5437473684210525,1.6141992,0.4924,1.9347267
0.5509263157894737,1.5769495,0.49520000000000003,1.8574222
0.5583368421052632,1.5478071,0.48960000000000004,1.88923
0.5628842105263158,1.527316,0.4972,1.8615074
0.5741263157894737,1.4863052,0.5143999999999999,1.81849
0.5785894736842105,1.4679621,0.528,1.7683345
0.5844210526315788,1.4432634,0.5172,1.7617875
0.5882105263157894,1.4231471,0.516,1.7900635
0.5954315789473685,1.3973825,0.524,1.7161903
0.6010736842105263,1.3705294,0.5344,1.6981815
0.6098736842105263,1.348163,0.5207999999999999,1.7836131
0.6149263157894738,1.3322296,0.5204,1.761296
0.6177894736842107,1.3148661,0.5376,1.7531025
0.6242315789473684,1.2901875,0.5432,1.6651753
0.6280210526315788,1.2697983,0.5376,1.7092125
0.6326315789473684,1.2514362,0.5416000000000001,1.7209853
0.6361473684210526,1.2308291,0.5579999999999999,1.6230438
0.6400631578947369,1.2216625,0.5556,1.6774403
0.6444842105263158,1.2012503,0.5488000000000001,1.7245092
0.6538736842105264,1.1824043,0.5452,1.6873229
0.6539368421052631,1.1691355,0.5432000000000001,1.7875324
0.659663157894737,1.1427546,0.5448,1.8013687
0.6586105263157894,1.1425917,0.5716,1.6712853
0.6634105263157895,1.1223171,0.5548,1.6849506
0.6696210526315789,1.1037084,0.5668,1.6311193
0.671978947368421,1.0989722,0.5664,1.6656572
0.6769684210526314,1.0827292,0.5556,1.7023604
0.6813052631578947,1.0590246,0.5708000000000001,1.6457814
0.6864421052631577,1.0481027,0.5668000000000001,1.670083
0.6931578947368421,1.0280474,0.57,1.6830249
0.6939578947368421,1.0114923,0.5648,1.6847408
0.6960210526315789,1.0073181,0.5684,1.6718841
0.6998947368421052,0.9903381,0.5735999999999999,1.6936189
0.7045473684210526,0.9767222,0.5748000000000001,1.6894945
0.7086526315789474,0.9625212,0.5724,1.6981016
0.7105263157894737,0.95508045,0.5856,1.6585137
0.7097684210526316,0.94620544,0.5756,1.6850748
0.7184842105263157,0.92627454,0.5840000000000001,1.6496986
0.7198105263157896,0.915204,0.5832,1.6604155
0.7241684210526315,0.9079987,0.5828,1.6467812
0.7272000000000001,0.8969268,0.586,1.6790837
0.7302736842105263,0.8777924,0.5804,1.6433219
0.732021052631579,0.8721242,0.5768,1.7415802
0.7341473684210527,0.8600104,0.586,1.6517812
0.7378526315789473,0.85117906,0.5796,1.686884
0.7422315789473685,0.83516175,0.5771999999999999,1.6975179
0.7441473684210527,0.82742995,0.5816,1.71615
0.7464631578947367,0.82026356,0.5824,1.7037815
0.7506105263157894,0.8035119,0.5892000000000001,1.6826345
0.7506105263157895,0.80147934,0.5892000000000001,1.7187395
0.7554315789473685,0.78518623,0.5820000000000001,1.7046576
0.7587368421052632,0.773768,0.5956,1.7194431
0.7598315789473684,0.77076656,0.59,1.7001129
0.7610315789473684,0.762919,0.5844,1.7216005
0.7650315789473684,0.7491132,0.5832,1.710156
0.7679789473684211,0.74629605,0.5808,1.7393811
0.7700842105263158,0.7356521,0.5868,1.7316742
0.7716,0.73175013,0.5908,1.741339
0.7744842105263158,0.7232261,0.59,1.7182376
0.7742105263157895,0.71972454,0.5832,1.7367517
0.7741684210526316,0.7154721,0.588,1.7378334
0.7791789473684211,0.7048747,0.584,1.7367585
0.7780210526315791,0.70436436,0.5912,1.7246732
0.7800842105263158,0.70069915,0.586,1.7429603
0.7870736842105264,0.6871739,0.584,1.7392874
0.7842947368421053,0.6874879,0.5880000000000001,1.7413527
0.784778947368421,0.6789672,0.586,1.746562
0.7842315789473684,0.6785138,0.5832,1.7666106
0.7890315789473684,0.67490613,0.594,1.7483621
0.7908,0.67196304,0.5908,1.7527503
0.7892631578947368,0.672465,0.5892,1.7550964
0.7915368421052632,0.6613595,0.5856,1.759699
0.7905473684210527,0.6642536,0.5876,1.7691436
0.7897894736842105,0.6610124,0.5896000000000001,1.7486168
0.7890105263157894,0.66418034,0.5888,1.7582892
0.7932421052631579,0.6588148,0.5876,1.750334
0.7933263157894737,0.6567482,0.586,1.7640946
0.7915368421052632,0.6597519,0.588,1.7589417
0.7925894736842105,0.65726537,0.5836,1.7722927
0.7926315789473685,0.6570725,0.5867999999999999,1.7623273
